,Fecha,Longitud,Latitud,Polaridad,Magnitud [kA],Corriente
248695,2019-11-23 03:12:31.550,-74.3018,6.6824,-1,9.2,-9.2
248696,2019-11-23 03:12:40.670,-74.242,6.6092,-1,5.9,-5.9
248697,2019-11-23 03:12:40.670,-74.2496,6.5773,-1,6.5,-6.5
248698,2019-11-23 03:14:00.607,-74.2714,6.6322,1,8.0,8.0
248699,2019-11-23 03:15:22.753,-74.2777,6.6079,-1,21.8,-21.8
248700,2019-11-23 03:18:38.427,-74.2666,6.6813,1,14.8,14.8
248701,2019-11-23 03:19:50.990,-73.8348,6.6369,1,4.9,4.9
248702,2019-11-23 03:19:59.940,-73.8981,6.4459,-1,6.0,-6.0
248703,2019-11-23 03:20:14.130,-74.0827,7.0156,-1,6.3,-6.3
248704,2019-11-23 03:22:05.753,-73.8791,6.5912,-1,44.4,-44.4
248705,2019-11-23 03:22:05.837,-73.8795,6.5905,-1,17.4,-17.4
248706,2019-11-23 03:22:46.970,-74.27,6.6517,-1,13.1,-13.1
248707,2019-11-23 03:22:47.927,-74.1032,7.0544,1,35.7,35.7
248708,2019-11-23 03:23:21.397,-73.8877,6.5676,-1,35.2,-35.2
248709,2019-11-23 03:23:21.463,-73.8825,6.5693,-1,20.2,-20.2
248710,2019-11-23 03:23:45.090,-74.2602,6.5607,1,7.5,7.5
248711,2019-11-23 03:30:15.733,-73.942,6.5337,-1,4.6,-4.6
248712,2019-11-23 03:31:10.397,-74.0976,7.0041,-1,16.1,-16.1
248713,2019-11-23 03:32:22.920,-73.908,6.5944,-1,9.1,-9.1
248714,2019-11-23 03:33:26.407,-74.2998,6.5496,1,9.4,9.4
248715,2019-11-23 03:33:26.410,-74.256,6.5520000000000005,1,17.4,17.4
248716,2019-11-23 03:33:26.410,-74.2565,6.5557,-1,11.5,-11.5
248717,2019-11-23 03:34:19.440,-74.1033,7.0044,1,6.2,6.2
248718,2019-11-23 03:34:19.450,-74.1014,7.0019,-1,42.9,-42.9
248719,2019-11-23 03:34:19.487,-74.1028,7.0026,-1,25.2,-25.2
248720,2019-11-23 03:34:19.517,-74.1013,6.9997,-1,9.5,-9.5
248721,2019-11-23 03:34:19.837,-74.1012,7.0018,-1,20.9,-20.9
248722,2019-11-23 03:34:19.950,-74.1005,7.0011,-1,14.7,-14.7
248723,2019-11-23 03:34:20.373,-74.0993,7.0019,-1,6.2,-6.2
248724,2019-11-23 03:39:23.760,-74.0839,7.0072,1,5.6,5.6
248725,2019-11-23 03:39:23.770,-74.1131,6.9796,-1,39.6,-39.6
248726,2019-11-23 03:40:33.660,-74.2709,6.428999999999999,-1,24.1,-24.1
248727,2019-11-23 03:41:52.317,-74.1383,7.0133,-1,11.0,-11.0
248728,2019-11-23 03:41:52.317,-74.1146,7.0005,-1,8.5,-8.5
248729,2019-11-23 03:41:52.317,-74.1162,7.002999999999999,1,7.2,7.2
248730,2019-11-23 03:41:52.320,-74.1215,7.0059,1,5.6,5.6
248731,2019-11-23 03:42:35.660,-73.8891,6.5489999999999995,-1,7.7,-7.7
248732,2019-11-23 03:42:36.553,-74.2845,6.4337,1,6.6,6.6
248733,2019-11-23 03:42:36.553,-74.2947,6.4385,1,29.2,29.2
248734,2019-11-23 03:42:36.660,-74.2716,6.4391,-1,9.1,-9.1
248735,2019-11-23 03:44:40.410,-74.1279,6.7378,-1,7.5,-7.5
248736,2019-11-23 03:44:42.483,-74.1146,6.9959,1,4.7,4.7
248737,2019-11-23 03:45:28.167,-73.8998,6.5604,-1,6.0,-6.0
248738,2019-11-23 03:46:49.463,-74.1466,6.7391,-1,6.3,-6.3
248739,2019-11-23 03:47:32.300,-74.1373,6.7235,-1,11.8,-11.8
248740,2019-11-23 03:47:32.363,-74.1183,6.8243,-1,10.6,-10.6
248741,2019-11-23 03:47:34.377,-74.253,6.4469,1,13.3,13.3
248742,2019-11-23 03:47:44.140,-73.8564,6.545,1,5.9,5.9
248743,2019-11-23 03:48:08.373,-74.1193,6.7289,1,9.6,9.6
248744,2019-11-23 03:48:24.610,-74.1107,6.7555,-1,8.4,-8.4
248745,2019-11-23 03:48:24.753,-74.1411,6.7583,1,13.0,13.0
248746,2019-11-23 03:48:53.770,-73.9154,6.7101,-1,5.4,-5.4
248747,2019-11-23 03:50:08.860,-74.1087,6.7619,-1,6.2,-6.2
248748,2019-11-23 03:51:02.817,-73.8855,6.5612,-1,20.9,-20.9
248749,2019-11-23 03:52:08.420,-74.2489,6.457999999999999,1,4.9,4.9
248750,2019-11-23 03:52:27.247,-73.8978,6.5286,1,17.7,17.7
248751,2019-11-23 03:52:48.087,-74.1042,6.8329,-1,44.6,-44.6
248752,2019-11-23 03:52:48.123,-74.0959,6.8355,-1,12.7,-12.7
248753,2019-11-23 03:53:19.490,-73.7011,7.0829,-1,6.5,-6.5
248754,2019-11-23 03:54:34.777,-74.1307,6.765,1,23.2,23.2
248755,2019-11-23 03:54:34.777,-74.1287,6.7393,1,29.0,29.0
248756,2019-11-23 03:54:34.787,-74.138,6.7231,-1,32.9,-32.9
248757,2019-11-23 03:54:34.790,-74.122,6.7445,-1,6.5,-6.5
248758,2019-11-23 04:01:03.220,-74.0759,6.7254,-1,5.4,-5.4
248759,2019-11-23 04:01:03.220,-74.0786,6.7247,1,5.4,5.4
248760,2019-11-23 04:01:03.547,-74.2523,6.7303,-1,3.4,-3.4
248761,2019-11-23 04:01:36.033,-73.9091,6.5573,-1,18.5,-18.5
248762,2019-11-23 04:03:41.507,-74.2816,6.377000000000001,-1,7.3,-7.3
248763,2019-11-23 04:07:58.697,-74.1626,6.7255,-1,9.4,-9.4
248764,2019-11-23 04:11:26.877,-74.3393,6.4615,-1,43.8,-43.8
248765,2019-11-23 05:44:27.470,-73.6483,6.9601,-1,6.4,-6.4
248766,2019-11-23 05:44:27.480,-73.6578,6.9576,-1,27.1,-27.1
248767,2019-11-23 06:33:30.070,-73.6321,6.9283,-1,10.2,-10.2
248768,2019-11-23 11:57:27.780,-74.3049,7.1601,1,5.4,5.4
248769,2019-11-23 12:03:29.053,-74.3428,7.1104,-1,6.8,-6.8
248770,2019-11-23 12:03:29.073,-74.3354,7.1332,-1,8.8,-8.8
248771,2019-11-23 12:10:28.407,-74.339,7.1307,1,5.0,5.0
248772,2019-11-23 12:12:31.977,-74.3443,7.1035,1,6.8,6.8
248773,2019-11-23 12:15:36.113,-74.3365,7.1295,-1,12.5,-12.5
248774,2019-11-23 12:21:43.367,-74.2913,7.1226,-1,7.7,-7.7
248775,2019-11-23 12:26:21.180,-74.3113,7.149,-1,10.1,-10.1
248776,2019-11-23 12:26:21.183,-74.3109,7.15,-1,10.7,-10.7
248777,2019-11-23 12:26:21.183,-74.3076,7.1507,1,5.3,5.3
248778,2019-11-23 12:28:19.483,-74.2734,7.1681,-1,7.8,-7.8
248779,2019-11-23 12:28:19.483,-74.3229,7.1498,-1,13.9,-13.9
248780,2019-11-23 12:28:19.487,-74.322,7.1529,1,6.9,6.9
248781,2019-11-23 12:28:19.487,-74.3268,7.1442,1,7.2,7.2
248782,2019-11-23 12:29:57.740,-74.3139,7.1477,1,6.1,6.1
248783,2019-11-23 12:32:05.630,-74.3059,7.1469,-1,10.8,-10.8
248784,2019-11-23 12:32:05.630,-74.3121,7.136,-1,4.9,-4.9
248785,2019-11-23 12:35:13.673,-74.3358,7.1461,1,5.4,5.4
248786,2019-11-23 12:39:38.897,-74.2878,7.1109,1,6.0,6.0
248787,2019-11-23 12:41:38.567,-74.2821,7.1215,1,5.4,5.4
248788,2019-11-23 12:42:48.170,-74.2896,7.1041,1,8.4,8.4
248789,2019-11-23 12:46:24.483,-74.313,7.1273,-1,5.1,-5.1
248790,2019-11-23 14:22:29.417,-73.798,7.1576,1,9.3,9.3
248791,2019-11-23 15:16:19.353,-74.1163,6.3559,-1,6.3,-6.3
248792,2019-11-23 16:32:17.520,-74.2771,7.1231,-1,13.1,-13.1
248793,2019-11-23 16:42:02.120,-74.1778,6.9808,1,4.1,4.1
248794,2019-11-23 16:42:29.350,-74.3434,7.0629,1,4.9,4.9
248795,2019-11-23 18:18:44.533,-74.0324,7.1033,-1,4.4,-4.4
248796,2019-11-23 18:36:35.153,-73.6574,6.7964,-1,5.0,-5.0
248797,2019-11-23 22:18:27.050,-74.0143,7.1188,-1,7.1,-7.1
248798,2019-11-23 22:38:13.383,-74.0149,6.9079999999999995,-1,8.5,-8.5
248799,2019-11-23 23:26:24.740,-73.8862,7.1292,1,20.2,20.2
248800,2019-11-23 23:26:24.740,-73.9064,7.1107,-1,21.2,-21.2
248801,2019-11-23 23:26:24.790,-73.9069,7.1123,-1,19.1,-19.1
248802,2019-11-23 23:26:25.060,-73.9036,7.1092,-1,6.4,-6.4
248803,2019-11-23 23:37:54.267,-73.9494,7.1493,1,6.8,6.8
248804,2019-11-23 23:43:25.577,-73.9179,7.151,1,14.0,14.0
248805,2019-11-23 23:43:25.583,-73.911,7.1594,-1,74.2,-74.2
248806,2019-11-23 23:44:30.270,-73.9368,7.1231,1,19.7,19.7
248807,2019-11-23 23:44:30.273,-73.9327,7.1652,1,8.5,8.5
248808,2019-11-23 23:45:43.777,-73.9102,7.1528,1,6.5,6.5
248809,2019-11-23 23:45:43.780,-73.8776,7.136,-1,6.7,-6.7
248810,2019-11-23 23:48:05.407,-73.9061,7.1455,1,9.9,9.9
248811,2019-11-23 23:50:29.580,-73.9844,7.1012,1,7.3,7.3
248812,2019-11-23 23:50:29.597,-73.983,7.1071,-1,39.4,-39.4
248813,2019-11-23 23:50:29.643,-73.9414,7.1138,-1,21.6,-21.6
248814,2019-11-23 23:50:29.677,-73.9748,7.1098,-1,16.7,-16.7
248815,2019-11-23 23:50:30.497,-73.9386,7.1368,-1,17.0,-17.0
248816,2019-11-23 23:52:57.563,-73.9691,7.1160000000000005,-1,93.1,-93.1
248817,2019-11-23 23:52:57.617,-73.9449,7.1221,-1,13.2,-13.2
248818,2019-11-23 23:53:39.677,-73.9717,7.1254,-1,15.7,-15.7
248819,2019-11-23 23:53:47.637,-73.9091,7.1573,-1,26.9,-26.9
248820,2019-11-23 23:53:47.653,-73.9243,7.1495,-1,16.3,-16.3
248821,2019-11-23 23:53:48.180,-74.0697,7.013,-1,7.9,-7.9
248822,2019-11-23 23:54:44.463,-73.9797,7.1503,-1,9.6,-9.6
248823,2019-11-23 23:55:11.150,-73.9799,7.1266,1,31.2,31.2
248824,2019-11-23 23:55:11.150,-73.9836,7.1254,1,31.6,31.6
248825,2019-11-23 23:55:11.160,-73.9956,7.1101,-1,55.3,-55.3
248826,2019-11-23 23:55:11.213,-73.9616,7.1101,-1,23.7,-23.7
248827,2019-11-23 23:55:11.277,-73.9219,7.1272,-1,19.4,-19.4
248828,2019-11-23 23:55:11.323,-73.9594,7.111000000000001,-1,9.0,-9.0
248829,2019-11-23 23:55:11.677,-73.9361,7.1363,-1,9.0,-9.0
248830,2019-11-23 23:55:11.813,-73.9359,7.1366,-1,14.0,-14.0
248831,2019-11-23 23:55:11.913,-73.9361,7.1364,-1,12.9,-12.9
248832,2019-11-23 23:55:12.377,-73.9898,7.1648,-1,30.2,-30.2
248833,2019-11-23 23:58:07.630,-73.9787,7.1416,1,39.6,39.6
248834,2019-11-23 23:58:07.633,-73.9893,7.1183,-1,216.1,-216.1
248835,2019-11-23 23:58:43.803,-73.9661,7.1292,1,5.8,5.8
248836,2019-11-23 23:59:50.720,-73.9847,7.1415,-1,23.7,-23.7
248837,2019-11-23 23:59:50.720,-74.0067,7.1013,1,5.3,5.3
248838,2019-11-24 00:00:36.063,-73.9435,7.0868,-1,43.1,-43.1
248839,2019-11-24 00:05:19.657,-73.9952,7.1288,-1,16.7,-16.7
248840,2019-11-24 00:05:19.660,-73.9933,7.1294,1,5.7,5.7
248841,2019-11-24 00:07:40.817,-73.9811,7.1171,-1,6.7,-6.7
248842,2019-11-24 00:09:33.260,-74.0104,7.1312,1,9.4,9.4
248843,2019-11-24 00:09:33.263,-74.0059,7.1311,-1,15.3,-15.3
248844,2019-11-24 00:09:33.280,-74.0142,7.1225,-1,13.0,-13.0
248845,2019-11-24 00:09:45.870,-73.8345,7.111000000000001,-1,6.0,-6.0
248846,2019-11-24 00:11:28.750,-73.9911,7.1279,-1,7.8,-7.8
248847,2019-11-24 00:15:26.843,-73.8688,7.0075,1,27.2,27.2
248848,2019-11-24 00:18:25.397,-73.8861,7.1257,-1,11.0,-11.0
248849,2019-11-24 00:18:25.397,-73.9026,7.1371,1,6.0,6.0
248850,2019-11-24 00:21:00.280,-73.9626,6.9865,-1,14.8,-14.8
248851,2019-11-24 00:21:00.560,-73.9649,6.9853,-1,36.5,-36.5
248852,2019-11-24 00:21:28.387,-73.9238,7.1122,1,7.3,7.3
248853,2019-11-24 00:24:16.453,-73.8906,7.0406,-1,18.2,-18.2
248854,2019-11-24 00:24:32.507,-73.9324,7.1092,-1,11.2,-11.2
248855,2019-11-24 00:25:26.657,-73.935,7.0131,-1,9.4,-9.4
248856,2019-11-24 00:25:59.633,-73.9618,7.0472,1,6.1,6.1
248857,2019-11-24 00:27:15.337,-73.9428,7.0211,1,13.1,13.1
248858,2019-11-24 00:29:39.897,-73.9388,7.0254,1,5.8,5.8
248859,2019-11-24 00:29:39.927,-73.9188,7.0055,1,4.8,4.8
248860,2019-11-24 00:32:59.053,-73.9101,7.0016,-1,5.6,-5.6
248861,2019-11-24 00:35:22.340,-73.9354,6.9966,-1,7.6,-7.6
248862,2019-11-24 00:37:50.660,-73.9241,7.0122,-1,8.6,-8.6
248863,2019-11-24 00:37:50.680,-73.9236,6.9986,1,6.0,6.0
248864,2019-11-24 00:37:50.787,-73.9688,6.9671,-1,9.5,-9.5
248865,2019-11-24 00:42:53.813,-73.9653,7.0097,-1,14.3,-14.3
248866,2019-11-24 00:42:53.817,-73.9329,6.98,-1,9.8,-9.8
248867,2019-11-24 00:42:53.817,-73.96300000000001,7.0512,-1,12.1,-12.1
248868,2019-11-24 00:44:52.147,-74.0689,7.0451,-1,4.1,-4.1
248869,2019-11-24 00:46:57.793,-73.9972,7.0149,1,5.3,5.3
248870,2019-11-24 00:51:06.880,-73.8976,6.9973,1,13.7,13.7
248871,2019-11-24 00:53:54.063,-73.9798,7.0464,1,12.9,12.9
248872,2019-11-24 00:55:48.960,-73.9398,7.0146,1,6.8,6.8
248873,2019-11-24 00:56:49.390,-73.9277,6.992999999999999,1,9.7,9.7
248874,2019-11-24 00:57:28.327,-73.8834,7.0778,-1,9.2,-9.2
248875,2019-11-24 00:58:03.300,-73.8813,6.9806,-1,24.1,-24.1
248876,2019-11-24 00:58:03.303,-73.8882,6.9766,1,5.1,5.1
248877,2019-11-24 01:00:21.230,-73.7517,7.0098,-1,6.7,-6.7
248878,2019-11-24 01:00:21.230,-73.8951,7.0037,-1,11.8,-11.8
248879,2019-11-24 01:01:59.673,-73.9563,6.994,1,6.1,6.1
248880,2019-11-24 01:02:42.493,-73.7617,6.99,1,27.9,27.9
248881,2019-11-24 01:02:42.493,-73.7584,6.9891,-1,41.9,-41.9
248882,2019-11-24 01:02:42.497,-73.771,7.006,-1,90.1,-90.1
248883,2019-11-24 01:02:42.550,-73.7714,7.0017,-1,13.4,-13.4
248884,2019-11-24 01:02:42.593,-73.7715,7.0007,-1,22.3,-22.3
248885,2019-11-24 01:02:42.623,-73.7657,7.0011,-1,5.8,-5.8
248886,2019-11-24 01:02:42.670,-73.7706,7.0007,-1,13.5,-13.5
248887,2019-11-24 01:02:42.713,-73.7712,7.0008,-1,15.8,-15.8
248888,2019-11-24 01:02:42.737,-73.7759,6.9972,-1,5.8,-5.8
248889,2019-11-24 01:04:31.000,-73.7462,6.9633,-1,5.8,-5.8
248890,2019-11-24 01:05:54.963,-73.7684,6.9864,-1,41.0,-41.0
248891,2019-11-24 01:05:54.970,-74.2524,6.7964,-1,57.8,-57.8
248892,2019-11-24 01:07:53.090,-73.7604,6.9833,-1,55.0,-55.0
248893,2019-11-24 01:09:35.067,-73.7794,6.9837,1,18.0,18.0
248894,2019-11-24 01:09:35.067,-73.7879,6.9578,-1,13.4,-13.4
248895,2019-11-24 01:09:35.073,-73.7835,6.9866,-1,79.4,-79.4
248896,2019-11-24 01:09:35.127,-73.7686,6.9929,-1,20.7,-20.7
248897,2019-11-24 01:09:35.190,-73.7625,6.9846,-1,12.5,-12.5
248898,2019-11-24 01:09:35.267,-73.7661,6.9927,-1,17.3,-17.3
248899,2019-11-24 01:12:57.947,-73.7903,7.0096,1,59.7,59.7
248900,2019-11-24 01:12:57.953,-73.7692,6.9848,-1,80.3,-80.3
248901,2019-11-24 01:12:58.010,-73.7732,6.9881,1,6.0,6.0
248902,2019-11-24 01:12:58.013,-73.7859,6.9808,-1,31.8,-31.8
248903,2019-11-24 01:12:58.050,-73.7854,6.9816,-1,11.7,-11.7
248904,2019-11-24 01:12:58.077,-73.78699999999999,6.9803,-1,14.7,-14.7
248905,2019-11-24 01:12:58.093,-73.7879,6.98,-1,9.7,-9.7
248906,2019-11-24 01:15:49.417,-73.7753,7.0062,1,9.0,9.0
248907,2019-11-24 01:19:20.737,-73.8446,6.9696,1,7.2,7.2
248908,2019-11-24 01:19:20.760,-73.7563,6.996,1,6.3,6.3
248909,2019-11-24 01:24:12.903,-73.7667,7.0115,1,14.3,14.3
248910,2019-11-24 01:26:22.993,-73.745,6.9864,1,6.4,6.4
248911,2019-11-24 01:28:56.977,-73.7853,7.034,-1,6.3,-6.3
248912,2019-11-24 01:28:56.977,-73.7753,7.0516,-1,12.2,-12.2
248913,2019-11-24 01:33:16.683,-73.7661,7.0395,-1,89.3,-89.3
248914,2019-11-24 01:37:21.977,-73.7745,7.0447,-1,10.9,-10.9
248915,2019-11-24 01:48:15.443,-73.633,7.0963,1,8.7,8.7
248916,2019-11-24 01:51:44.603,-73.6299,7.1114,-1,18.1,-18.1
248917,2019-11-24 01:51:44.617,-73.638,7.106,-1,15.9,-15.9
248918,2019-11-24 01:55:24.777,-73.6343,7.1114,1,8.5,8.5
248919,2019-11-24 01:55:24.777,-73.6304,7.1087,1,7.9,7.9
248920,2019-11-24 01:55:24.777,-73.6364,7.1111,1,7.9,7.9
248921,2019-11-24 02:09:54.520,-73.7696,7.1141,1,29.9,29.9
248922,2019-11-25 03:06:48.500,-73.7217,6.4706,-1,6.0,-6.0
248923,2019-11-25 20:21:53.357,-73.7038,6.4915,-1,7.1,-7.1
248924,2019-11-25 20:25:18.747,-73.73100000000001,6.4871,-1,8.2,-8.2
248925,2019-11-26 19:31:43.317,-74.3286,6.9676,-1,6.5,-6.5
248926,2019-11-26 20:16:52.620,-74.15100000000001,6.8348,-1,4.5,-4.5
248927,2019-11-27 01:05:03.070,-73.6935,6.4191,-1,6.3,-6.3
248928,2019-11-27 01:47:58.997,-74.1845,7.1674,1,5.3,5.3
248929,2019-11-27 01:50:53.490,-74.1282,7.1146,-1,9.5,-9.5
248930,2019-11-27 01:52:51.080,-74.2073,7.1636,-1,8.2,-8.2
248931,2019-11-27 03:23:31.277,-74.1089,6.8576,-1,4.1,-4.1
248932,2019-11-27 03:43:52.233,-74.3333,6.7067,1,23.4,23.4
248933,2019-11-27 22:25:06.707,-74.2122,6.9398,-1,4.7,-4.7
248934,2019-11-27 22:50:39.930,-74.0252,6.6266,1,6.5,6.5
248935,2019-11-27 22:52:22.230,-74.3234,7.0282,-1,4.4,-4.4
248936,2019-11-27 23:07:09.020,-73.9566,6.8455,-1,4.7,-4.7
248937,2019-11-27 23:11:01.517,-74.2378,6.6958,-1,4.7,-4.7
248938,2019-11-27 23:15:06.737,-74.3305,7.0275,-1,13.9,-13.9
248939,2019-11-27 23:16:37.500,-74.309,6.4156,-1,6.7,-6.7
248940,2019-11-27 23:17:15.283,-73.7823,6.9217,1,8.4,8.4
248941,2019-11-27 23:23:44.130,-73.9927,6.4252,1,4.6,4.6
248942,2019-11-27 23:24:51.707,-74.2464,6.4262,-1,7.6,-7.6
248943,2019-11-27 23:33:38.957,-74.3199,6.6528,-1,4.1,-4.1
248944,2019-11-27 23:34:25.947,-73.9353,6.5254,-1,6.7,-6.7
248945,2019-11-27 23:34:33.710,-73.8886,6.4926,-1,7.8,-7.8
248946,2019-11-27 23:51:20.713,-74.1488,6.7196,1,10.3,10.3
248947,2019-11-28 00:01:39.413,-74.1116,6.7863,-1,8.5,-8.5
248948,2019-11-28 00:02:29.103,-74.212,7.0555,1,5.1,5.1
248949,2019-11-28 00:06:36.537,-74.3272,6.7311,1,5.0,5.0
248950,2019-11-28 00:08:02.083,-74.1821,6.5662,1,4.4,4.4
248951,2019-11-28 00:09:37.310,-74.2713,6.5313,-1,4.4,-4.4
248952,2019-11-28 00:10:15.223,-74.3426,6.8793,-1,4.2,-4.2
248953,2019-11-28 00:13:27.913,-74.3423,6.8507,-1,8.2,-8.2
248954,2019-11-28 00:23:35.693,-74.3368,7.0319,1,5.2,5.2
248955,2019-11-28 00:23:48.280,-74.1756,6.6351,-1,5.3,-5.3
248956,2019-11-28 00:37:53.840,-74.3379,6.6441,1,4.3,4.3
248957,2019-11-28 00:39:58.203,-74.2475,6.885,-1,6.4,-6.4
248958,2019-11-28 00:40:40.277,-74.3257,6.7725,-1,36.8,-36.8
248959,2019-11-28 00:40:40.327,-74.3298,6.7619,-1,17.5,-17.5
248960,2019-11-28 00:40:40.560,-74.3278,6.7712,-1,5.8,-5.8
248961,2019-11-28 00:41:56.760,-74.2053,7.0701,1,4.0,4.0
248962,2019-11-28 00:47:39.627,-74.307,6.5268,-1,4.8,-4.8
248963,2019-11-28 00:48:27.880,-74.0085,6.4568,1,4.1,4.1
248964,2019-11-28 00:48:30.167,-74.1273,7.1204,-1,6.1,-6.1
248965,2019-11-28 00:49:53.760,-74.3287,6.7997,-1,5.2,-5.2
248966,2019-11-28 00:51:28.480,-74.3143,6.9152,1,6.6,6.6
248967,2019-11-28 00:52:07.443,-74.3428,6.8018,1,21.7,21.7
248968,2019-11-28 00:57:34.387,-74.0872,6.8397,1,7.5,7.5
248969,2019-11-28 00:57:49.910,-74.3239,6.7504,-1,4.3,-4.3
248970,2019-11-28 00:58:07.220,-74.3294,6.8067,-1,5.3,-5.3
248971,2019-11-28 00:59:11.340,-74.3437,6.7914,-1,23.1,-23.1
248972,2019-11-28 00:59:11.417,-74.3399,6.7911,-1,7.5,-7.5
248973,2019-11-28 00:59:52.150,-74.343,6.7826,-1,21.3,-21.3
248974,2019-11-28 01:01:32.090,-74.3405,6.7783,1,6.6,6.6
248975,2019-11-28 01:03:56.710,-74.2381,6.5124,-1,18.4,-18.4
248976,2019-11-28 01:04:13.860,-74.335,6.7716,-1,4.0,-4.0
248977,2019-11-28 01:04:35.493,-74.0455,6.7276,1,4.4,4.4
248978,2019-11-28 01:07:30.580,-74.3334,6.763999999999999,-1,5.0,-5.0
248979,2019-11-28 01:07:30.633,-74.3289,6.7646,1,7.5,7.5
248980,2019-11-28 01:08:06.623,-74.3213,6.8044,1,4.5,4.5
248981,2019-11-28 01:08:12.740,-74.2942,6.7373,1,4.2,4.2
248982,2019-11-28 01:08:48.210,-73.9978,6.7709,-1,5.1,-5.1
248983,2019-11-28 01:08:48.307,-74.3029,6.7551,-1,4.4,-4.4
248984,2019-11-28 01:10:24.647,-74.3301,6.8117,1,16.8,16.8
248985,2019-11-28 01:17:28.753,-74.3287,6.794,1,6.7,6.7
248986,2019-11-28 01:17:28.757,-74.3277,6.7947,1,19.3,19.3
248987,2019-11-28 01:23:16.217,-74.3177,6.8021,1,9.8,9.8
248988,2019-11-28 01:36:02.483,-74.2376,7.0146,-1,4.6,-4.6
248989,2019-11-28 01:36:16.010,-74.2075,7.072,-1,6.0,-6.0
248990,2019-11-28 01:39:40.717,-74.2388,6.5812,-1,6.3,-6.3
248991,2019-11-28 01:40:27.033,-74.2992,6.9646,-1,6.4,-6.4
248992,2019-11-28 01:47:04.423,-74.0819,6.5602,-1,6.2,-6.2
248993,2019-11-28 01:49:29.287,-74.2067,6.7569,-1,6.7,-6.7
248994,2019-11-28 01:51:49.573,-74.1542,6.3797,1,4.2,4.2
248995,2019-11-28 01:55:46.803,-74.2255,6.9024,1,6.8,6.8
248996,2019-11-28 01:58:34.607,-73.9284,6.4052,1,4.8,4.8
248997,2019-11-28 02:03:58.343,-73.9544,6.7173,-1,4.3,-4.3
248998,2019-11-28 02:05:44.313,-74.1158,6.6769,1,5.0,5.0
248999,2019-11-28 02:06:49.073,-73.8507,6.9075,-1,13.6,-13.6
249000,2019-11-28 02:07:38.213,-74.1249,6.69,1,18.0,18.0
249001,2019-11-28 02:08:00.800,-74.1399,6.6967,1,18.2,18.2
249002,2019-11-28 02:09:29.257,-74.1287,6.689,1,9.9,9.9
249003,2019-11-28 02:09:37.030,-74.0885,6.5451,-1,4.9,-4.9
249004,2019-11-28 02:10:42.920,-73.9326,6.7766,1,6.4,6.4
249005,2019-11-28 02:11:36.520,-74.1672,6.6557,1,15.2,15.2
249006,2019-11-28 02:13:00.060,-74.1563,6.6478,1,5.8,5.8
249007,2019-11-28 02:13:04.850,-74.1774,6.8741,1,5.2,5.2
249008,2019-11-28 02:13:19.410,-74.101,6.4552,1,9.2,9.2
249009,2019-11-28 02:13:55.190,-74.01100000000001,6.4879,1,6.7,6.7
249010,2019-11-28 02:14:03.307,-74.1346,6.7166,1,12.9,12.9
249011,2019-11-28 02:14:03.470,-74.1362,6.72,-1,6.9,-6.9
249012,2019-11-28 02:14:03.987,-74.0787,6.4649,-1,14.0,-14.0
249013,2019-11-28 02:14:16.783,-74.3005,7.035,1,4.7,4.7
249014,2019-11-28 02:14:35.417,-74.0858,6.4659,1,22.7,22.7
249015,2019-11-28 02:15:22.543,-74.1893,6.6453,1,5.1,5.1
249016,2019-11-28 02:15:43.293,-74.1778,6.8746,1,36.4,36.4
249017,2019-11-28 02:15:50.907,-74.0385,6.4577,-1,13.2,-13.2
249018,2019-11-28 02:15:52.390,-74.1342,6.6983,-1,9.8,-9.8
249019,2019-11-28 02:16:03.127,-74.1044,6.6916,-1,5.0,-5.0
249020,2019-11-28 02:16:18.860,-74.1425,6.7194,1,21.6,21.6
249021,2019-11-28 02:16:28.667,-74.0193,6.4625,1,6.4,6.4
249022,2019-11-28 02:16:34.687,-74.1512,6.7105,1,15.8,15.8
249023,2019-11-28 02:16:50.677,-74.2707,6.7586,-1,58.7,-58.7
249024,2019-11-28 02:16:56.967,-74.0058,6.4673,1,6.2,6.2
249025,2019-11-28 02:17:01.503,-74.1567,6.745,1,21.3,21.3
249026,2019-11-28 02:17:47.783,-74.1203,6.6885,1,24.9,24.9
249027,2019-11-28 02:18:06.617,-74.1497,6.7243,1,20.3,20.3
249028,2019-11-28 02:18:14.010,-74.1924,6.7292,1,5.1,5.1
249029,2019-11-28 02:18:52.827,-74.1502,6.7102,1,4.3,4.3
249030,2019-11-28 02:19:06.987,-74.1201,6.4931,1,17.7,17.7
249031,2019-11-28 02:19:18.103,-74.1461,6.7025,1,7.9,7.9
249032,2019-11-28 02:19:45.403,-74.1452,6.7373,-1,4.9,-4.9
249033,2019-11-28 02:19:48.540,-74.0478,6.4561,1,6.3,6.3
249034,2019-11-28 02:19:48.870,-74.102,6.4466,1,6.6,6.6
249035,2019-11-28 02:19:54.073,-74.211,6.7056,1,4.3,4.3
249036,2019-11-28 02:20:24.940,-74.2112,6.8599,1,5.9,5.9
249037,2019-11-28 02:20:54.193,-74.1968,6.6595,-1,8.6,-8.6
249038,2019-11-28 02:20:54.597,-74.1406,6.7223,-1,4.3,-4.3
249039,2019-11-28 02:21:23.750,-74.1141,6.7116,1,33.9,33.9
249040,2019-11-28 02:21:42.343,-74.0835,6.4921,1,8.0,8.0
249041,2019-11-28 02:21:46.917,-74.1449,6.7369,-1,5.6,-5.6
