,Fecha,Longitud,Latitud,Polaridad,Magnitud [kA],Corriente
244996,2019-11-13 02:23:49.803,-73.693,6.8563,-1,6.1,-6.1
244997,2019-11-13 02:24:37.960,-73.9677,6.8353,1,7.0,7.0
244998,2019-11-13 02:24:37.963,-73.9801,6.8208,-1,103.6,-103.6
244999,2019-11-13 02:24:37.987,-73.9679,6.8365,-1,42.5,-42.5
245000,2019-11-13 02:24:38.030,-73.9429,6.827000000000001,-1,27.8,-27.8
245001,2019-11-13 02:24:38.103,-73.9591,6.8222,-1,22.9,-22.9
245002,2019-11-13 02:24:38.157,-73.9728,6.8216,-1,21.1,-21.1
245003,2019-11-13 02:24:38.193,-73.9763,6.8209,-1,31.7,-31.7
245004,2019-11-13 02:24:38.260,-73.982,6.8245,-1,37.1,-37.1
245005,2019-11-13 02:24:38.310,-73.9793,6.8224,-1,15.0,-15.0
245006,2019-11-13 02:24:38.310,-73.9178,6.8863,-1,8.4,-8.4
245007,2019-11-13 02:24:38.683,-73.9801,6.8177,-1,7.1,-7.1
245008,2019-11-13 02:24:38.683,-73.9269,6.8654,1,22.7,22.7
245009,2019-11-13 02:24:38.820,-74.2178,6.8505,-1,9.8,-9.8
245010,2019-11-13 02:24:39.157,-74.0206,6.7914,-1,65.9,-65.9
245011,2019-11-13 02:24:39.230,-74.0161,6.7982,-1,7.6,-7.6
245012,2019-11-13 02:24:39.240,-74.0049,6.8135,-1,10.3,-10.3
245013,2019-11-13 02:24:39.423,-74.0001,6.8166,-1,15.4,-15.4
245014,2019-11-13 02:24:39.547,-73.9975,6.8167,-1,6.7,-6.7
245015,2019-11-13 02:25:46.550,-73.9873,6.8969,-1,14.8,-14.8
245016,2019-11-13 02:25:46.557,-73.9696,6.9287,-1,103.7,-103.7
245017,2019-11-13 02:25:46.580,-73.9753,6.9286,-1,6.7,-6.7
245018,2019-11-13 02:25:46.920,-73.94800000000001,6.9264,-1,19.3,-19.3
245019,2019-11-13 02:25:47.157,-73.9437,6.9052,1,6.2,6.2
245020,2019-11-13 02:25:47.213,-73.9577,6.9246,-1,15.0,-15.0
245021,2019-11-13 02:25:47.310,-73.9486,6.928,-1,19.1,-19.1
245022,2019-11-13 02:25:47.580,-73.9503,6.9274,-1,17.3,-17.3
245023,2019-11-13 02:25:47.580,-73.9778,6.8439,1,10.6,10.6
245024,2019-11-13 02:25:47.587,-74.035,6.8128,1,9.1,9.1
245025,2019-11-13 02:25:47.690,-73.9536,6.9219,-1,7.4,-7.4
245026,2019-11-13 02:25:47.883,-74.039,6.7949,-1,31.7,-31.7
245027,2019-11-13 02:25:48.013,-74.0406,6.794,-1,37.4,-37.4
245028,2019-11-13 02:25:48.013,-74.163,6.8121,1,9.0,9.0
245029,2019-11-13 02:26:36.010,-73.9671,6.9043,1,6.5,6.5
245030,2019-11-13 02:26:51.437,-74.0857,6.7734,-1,104.1,-104.1
245031,2019-11-13 02:26:51.577,-74.1077,6.8384,-1,5.7,-5.7
245032,2019-11-13 02:26:51.587,-74.2756,6.8989,-1,6.2,-6.2
245033,2019-11-13 02:26:51.630,-74.1143,6.8699,1,5.4,5.4
245034,2019-11-13 02:27:57.837,-74.0584,6.7276,1,22.1,22.1
245035,2019-11-13 02:28:45.537,-73.9432,6.9085,1,12.4,12.4
245036,2019-11-13 02:29:22.890,-73.9272,7.1160000000000005,1,8.1,8.1
245037,2019-11-13 02:29:22.917,-73.9378,7.1669,-1,9.6,-9.6
245038,2019-11-13 02:29:26.373,-74.1574,7.1661,-1,16.1,-16.1
245039,2019-11-13 02:29:26.380,-74.1681,7.1604,1,6.5,6.5
245040,2019-11-13 02:29:31.103,-74.1403,6.7488,1,7.6,7.6
245041,2019-11-13 02:29:31.107,-74.1435,6.7485,1,7.8,7.8
245042,2019-11-13 02:29:31.107,-74.1109,6.7303,-1,7.2,-7.2
245043,2019-11-13 02:29:31.703,-74.0562,6.8171,-1,6.8,-6.8
245044,2019-11-13 02:30:10.967,-73.9245,6.8598,-1,39.4,-39.4
245045,2019-11-13 02:30:11.013,-73.9041,6.829,-1,22.4,-22.4
245046,2019-11-13 02:30:43.267,-74.0341,6.7386,1,6.4,6.4
245047,2019-11-13 02:30:43.270,-74.0087,6.729,-1,5.2,-5.2
245048,2019-11-13 02:30:43.273,-74.0226,6.7419,1,7.3,7.3
245049,2019-11-13 02:30:51.030,-73.9667,6.9284,1,9.8,9.8
245050,2019-11-13 02:31:06.573,-74.1552,7.1594,1,11.3,11.3
245051,2019-11-13 02:31:06.573,-74.1553,7.156000000000001,1,5.6,5.6
245052,2019-11-13 02:31:17.903,-74.0521,6.8951,1,8.8,8.8
245053,2019-11-13 02:31:17.907,-74.0634,6.8673,1,7.0,7.0
245054,2019-11-13 02:32:29.750,-74.0381,7.1536,-1,14.2,-14.2
245055,2019-11-13 02:32:29.853,-74.0381,7.1537,-1,21.2,-21.2
245056,2019-11-13 02:32:29.917,-74.0389,7.1533,-1,29.3,-29.3
245057,2019-11-13 02:32:29.957,-74.0382,7.1538,-1,9.8,-9.8
245058,2019-11-13 02:32:58.093,-73.8354,6.9232,-1,19.2,-19.2
245059,2019-11-13 02:33:03.183,-73.9101,6.8019,-1,46.8,-46.8
245060,2019-11-13 02:33:03.220,-73.9089,6.7966,-1,73.6,-73.6
245061,2019-11-13 02:33:03.237,-73.9032,6.7994,-1,33.7,-33.7
245062,2019-11-13 02:33:03.430,-73.9141,6.9311,-1,7.3,-7.3
245063,2019-11-13 02:33:58.960,-74.0455,6.7463,1,12.0,12.0
245064,2019-11-13 02:33:58.963,-74.0569,6.7381,-1,8.0,-8.0
245065,2019-11-13 02:34:04.100,-74.0023,7.1565,-1,5.4,-5.4
245066,2019-11-13 02:34:08.410,-73.9614,6.9895,1,26.8,26.8
245067,2019-11-13 02:34:08.413,-73.8757,7.004,-1,10.0,-10.0
245068,2019-11-13 02:34:08.617,-73.9468,6.9387,-1,50.5,-50.5
245069,2019-11-13 02:34:08.617,-74.3046,6.9948,-1,6.5,-6.5
245070,2019-11-13 02:34:08.637,-73.9272,6.9233,-1,26.1,-26.1
245071,2019-11-13 02:34:08.677,-73.9409,6.9185,-1,46.7,-46.7
245072,2019-11-13 02:34:08.790,-73.9246,6.9152,-1,40.0,-40.0
245073,2019-11-13 02:34:08.870,-73.9578,6.9549,-1,20.4,-20.4
245074,2019-11-13 02:34:08.920,-73.931,6.9241,1,6.7,6.7
245075,2019-11-13 02:34:08.927,-73.9171,6.9193,-1,31.1,-31.1
245076,2019-11-13 02:34:08.967,-73.9584,6.9549,-1,22.3,-22.3
245077,2019-11-13 02:34:09.467,-74.006,6.8587,1,5.3,5.3
245078,2019-11-13 02:34:09.673,-73.9774,6.8432,-1,20.9,-20.9
245079,2019-11-13 02:34:25.030,-73.8899,6.8929,1,6.9,6.9
245080,2019-11-13 02:35:02.803,-74.0241,6.7436,1,4.5,4.5
245081,2019-11-13 02:35:02.813,-74.0283,6.7484,1,5.5,5.5
245082,2019-11-13 02:35:03.353,-74.0174,6.7804,-1,10.2,-10.2
245083,2019-11-13 02:35:03.407,-74.005,6.7955,-1,6.6,-6.6
245084,2019-11-13 02:35:13.853,-74.0071,7.1475,1,4.4,4.4
245085,2019-11-13 02:35:13.880,-74.0113,7.1454,-1,9.0,-9.0
245086,2019-11-13 02:35:53.507,-73.9104,6.7779,1,11.1,11.1
245087,2019-11-13 02:35:53.510,-73.9114,6.7772,1,8.3,8.3
245088,2019-11-13 02:36:55.657,-73.9769,6.9376,1,44.3,44.3
245089,2019-11-13 02:36:55.657,-73.9335,6.9245,-1,8.2,-8.2
245090,2019-11-13 02:36:55.660,-73.9646,6.9414,-1,203.1,-203.1
245091,2019-11-13 02:36:55.820,-73.9599,6.9228,-1,79.3,-79.3
245092,2019-11-13 02:36:55.853,-73.9337,6.9429,-1,37.2,-37.2
245093,2019-11-13 02:37:29.777,-73.9874,6.7309,-1,7.2,-7.2
245094,2019-11-13 02:37:29.777,-73.9457,6.941,-1,5.1,-5.1
245095,2019-11-13 02:37:29.780,-74.0269,6.7386,1,7.2,7.2
245096,2019-11-13 02:37:29.883,-74.1103,6.8228,-1,5.6,-5.6
245097,2019-11-13 02:37:30.103,-73.9406,6.8157,-1,30.0,-30.0
245098,2019-11-13 02:37:30.407,-73.9093,6.7658,-1,20.4,-20.4
245099,2019-11-13 02:37:30.437,-73.984,6.9431,1,9.2,9.2
245100,2019-11-13 02:37:30.490,-73.9736,6.8629,-1,9.8,-9.8
245101,2019-11-13 02:37:30.493,-73.9507,6.8494,-1,7.1,-7.1
245102,2019-11-13 02:38:19.500,-74.1044,7.1411,-1,16.5,-16.5
245103,2019-11-13 02:38:19.537,-74.1034,7.1418,-1,9.2,-9.2
245104,2019-11-13 02:38:36.887,-73.9817,6.7271,1,6.1,6.1
245105,2019-11-13 02:39:15.133,-73.755,6.8857,1,6.5,6.5
245106,2019-11-13 02:39:15.273,-74.0404,7.1664,1,7.1,7.1
245107,2019-11-13 02:39:15.283,-74.0329,7.1619,-1,44.6,-44.6
245108,2019-11-13 02:39:15.413,-74.047,7.1608,-1,20.5,-20.5
245109,2019-11-13 02:39:15.447,-74.0454,7.1622,-1,11.1,-11.1
245110,2019-11-13 02:39:15.587,-74.0469,7.1589,-1,37.9,-37.9
245111,2019-11-13 02:39:15.677,-74.0461,7.1574,-1,10.6,-10.6
245112,2019-11-13 02:39:16.277,-74.0468,7.1593,-1,17.4,-17.4
245113,2019-11-13 02:39:16.297,-73.643,6.835,-1,19.3,-19.3
245114,2019-11-13 02:39:16.300,-73.6462,6.8335,-1,7.1,-7.1
245115,2019-11-13 02:39:16.363,-74.0468,7.159,-1,18.7,-18.7
245116,2019-11-13 02:39:18.360,-73.9792,6.8445,-1,7.2,-7.2
245117,2019-11-13 02:39:18.367,-73.9506,6.9826,-1,5.7,-5.7
245118,2019-11-13 02:39:18.370,-73.904,6.8094,-1,22.1,-22.1
245119,2019-11-13 02:39:42.580,-73.8543,6.8696,-1,5.8,-5.8
245120,2019-11-13 02:39:42.883,-73.80199999999999,6.8768,-1,14.4,-14.4
245121,2019-11-13 02:39:42.933,-73.8828,6.8543,-1,15.9,-15.9
245122,2019-11-13 02:39:42.983,-73.8834,6.8531,-1,21.3,-21.3
245123,2019-11-13 02:39:43.103,-73.8833,6.8533,-1,21.3,-21.3
245124,2019-11-13 02:39:43.180,-73.8877,6.8561,-1,17.6,-17.6
245125,2019-11-13 02:39:44.247,-73.9152,6.7948,-1,27.4,-27.4
245126,2019-11-13 02:39:44.457,-73.9856,6.7919,-1,5.1,-5.1
245127,2019-11-13 02:40:28.417,-73.9975,6.6486,1,34.0,34.0
245128,2019-11-13 02:40:28.420,-74.0153,6.6076,-1,17.3,-17.3
245129,2019-11-13 02:40:28.420,-73.9801,6.6247,-1,6.0,-6.0
245130,2019-11-13 02:40:28.420,-74.0041,6.6516,1,11.2,11.2
245131,2019-11-13 02:40:31.550,-73.9176,6.7899,-1,31.6,-31.6
245132,2019-11-13 02:40:31.553,-73.9245,6.8105,1,7.2,7.2
245133,2019-11-13 02:40:31.877,-73.9227,6.777,1,5.5,5.5
245134,2019-11-13 02:41:13.367,-73.9596,6.9558,-1,8.0,-8.0
245135,2019-11-13 02:41:29.793,-73.9135,7.1029,-1,12.5,-12.5
245136,2019-11-13 02:41:47.030,-73.9203,6.7402,-1,16.1,-16.1
245137,2019-11-13 02:41:47.070,-73.9203,6.7074,-1,15.9,-15.9
245138,2019-11-13 02:41:47.527,-73.9793,6.6521,-1,5.6,-5.6
245139,2019-11-13 02:41:47.633,-73.9838,6.6327,-1,5.2,-5.2
245140,2019-11-13 02:41:47.897,-73.9194,6.7076,-1,22.8,-22.8
245141,2019-11-13 02:41:47.983,-74.0057,6.8315,1,5.3,5.3
245142,2019-11-13 02:41:47.993,-74.0085,6.8365,1,6.8,6.8
245143,2019-11-13 02:41:50.967,-74.1382,7.12,-1,30.1,-30.1
245144,2019-11-13 02:42:18.477,-73.6436,6.8366,-1,18.1,-18.1
245145,2019-11-13 02:42:18.477,-73.6649,6.8565,-1,11.7,-11.7
245146,2019-11-13 02:42:18.480,-73.6629,6.8525,-1,5.3,-5.3
245147,2019-11-13 02:42:18.480,-73.6435,6.8296,1,5.1,5.1
245148,2019-11-13 02:42:25.020,-73.949,6.8211,1,6.5,6.5
245149,2019-11-13 02:42:25.510,-73.9516,6.7959,-1,40.3,-40.3
245150,2019-11-13 02:42:25.510,-73.9255,6.8058,-1,11.4,-11.4
245151,2019-11-13 02:42:25.563,-73.9222,6.8068,-1,5.2,-5.2
245152,2019-11-13 02:42:26.000,-73.9771,6.9009,1,6.0,6.0
245153,2019-11-13 02:42:49.100,-74.1314,7.1639,-1,10.5,-10.5
245154,2019-11-13 02:42:49.690,-74.0637,7.1476,-1,5.9,-5.9
245155,2019-11-13 02:42:49.690,-74.0775,7.1527,1,10.8,10.8
245156,2019-11-13 02:44:03.827,-74.0009,6.7638,-1,13.4,-13.4
245157,2019-11-13 02:44:03.863,-73.9507,6.8025,-1,26.0,-26.0
245158,2019-11-13 02:44:03.880,-73.9482,6.8032,-1,20.0,-20.0
245159,2019-11-13 02:44:07.013,-74.1356,7.1411,1,9.5,9.5
245160,2019-11-13 02:44:07.013,-74.1385,7.1352,-1,11.4,-11.4
245161,2019-11-13 02:44:07.017,-74.14,7.1324,1,9.4,9.4
245162,2019-11-13 02:44:07.017,-74.1431,7.1318,1,8.8,8.8
245163,2019-11-13 02:44:07.030,-74.1401,7.1370000000000005,1,5.8,5.8
245164,2019-11-13 02:44:07.190,-74.0979,7.0579,-1,10.8,-10.8
245165,2019-11-13 02:45:24.020,-73.992,7.1654,-1,9.8,-9.8
245166,2019-11-13 02:45:24.523,-74.035,7.1652,-1,6.8,-6.8
245167,2019-11-13 02:45:26.140,-73.9295,7.1057,-1,21.9,-21.9
245168,2019-11-13 02:45:26.140,-73.9375,7.1057,1,5.9,5.9
245169,2019-11-13 02:45:26.607,-73.952,6.7989,1,47.1,47.1
245170,2019-11-13 02:45:26.607,-73.9629,6.8026,1,11.7,11.7
245171,2019-11-13 02:46:28.440,-74.0377,7.1477,-1,5.8,-5.8
245172,2019-11-13 02:46:29.003,-74.1038,7.0458,1,7.2,7.2
245173,2019-11-13 02:46:42.497,-73.9294,6.7986,1,19.7,19.7
245174,2019-11-13 02:46:42.497,-73.9318,6.7993,1,14.3,14.3
245175,2019-11-13 02:46:42.543,-73.923,6.8111,-1,11.9,-11.9
245176,2019-11-13 02:46:42.553,-73.9217,6.8129,-1,7.1,-7.1
245177,2019-11-13 02:47:39.763,-73.9405,6.9315,-1,7.2,-7.2
245178,2019-11-13 02:47:39.767,-73.9213,6.9139,-1,7.0,-7.0
245179,2019-11-13 02:47:39.813,-73.9099,6.9237,-1,6.5,-6.5
245180,2019-11-13 02:47:39.830,-73.9735,6.8985,1,4.9,4.9
245181,2019-11-13 02:47:40.160,-74.0227,6.881,1,6.8,6.8
245182,2019-11-13 02:47:55.997,-73.9175,7.0595,-1,4.9,-4.9
245183,2019-11-13 02:47:56.803,-73.9274,7.0319,-1,14.8,-14.8
245184,2019-11-13 02:47:56.977,-73.9281,7.0322,-1,15.2,-15.2
245185,2019-11-13 02:47:57.390,-73.921,7.0343,-1,8.4,-8.4
245186,2019-11-13 02:47:57.580,-73.94,6.7102,1,11.1,11.1
245187,2019-11-13 02:47:57.590,-73.955,6.7796,1,10.0,10.0
245188,2019-11-13 02:47:57.593,-73.9875,6.6845,1,11.9,11.9
245189,2019-11-13 02:47:57.743,-74.0412,6.7508,1,7.2,7.2
245190,2019-11-13 02:48:32.280,-74.0398,7.1516,-1,7.8,-7.8
245191,2019-11-13 02:48:32.283,-74.0409,7.1503,-1,20.6,-20.6
245192,2019-11-13 02:48:32.400,-74.0489,7.1609,1,4.6,4.6
245193,2019-11-13 02:48:32.710,-74.0785,7.087000000000001,-1,10.1,-10.1
245194,2019-11-13 02:48:42.847,-73.892,6.9706,1,17.6,17.6
245195,2019-11-13 02:48:42.947,-73.9727,6.9517,-1,14.5,-14.5
245196,2019-11-13 02:49:04.817,-73.9571,6.8457,-1,17.5,-17.5
245197,2019-11-13 02:49:04.870,-73.9012,6.8056,1,31.2,31.2
245198,2019-11-13 02:49:04.930,-73.9498,6.8175,-1,36.3,-36.3
245199,2019-11-13 02:49:05.020,-73.9303,6.7825,-1,17.5,-17.5
245200,2019-11-13 02:49:05.023,-73.9849,6.7129,-1,7.0,-7.0
245201,2019-11-13 02:49:05.090,-73.926,6.8229,-1,23.8,-23.8
245202,2019-11-13 02:49:05.157,-73.9598,6.8458,-1,23.0,-23.0
245203,2019-11-13 02:49:05.157,-74.2697,7.08,-1,9.2,-9.2
245204,2019-11-13 02:49:05.357,-73.962,6.8866,-1,14.8,-14.8
245205,2019-11-13 02:49:05.363,-73.9569,6.8333,-1,9.0,-9.0
245206,2019-11-13 02:49:05.667,-73.9767,6.9057,1,9.3,9.3
245207,2019-11-13 02:49:05.667,-73.9684,6.9034,-1,5.6,-5.6
245208,2019-11-13 02:49:26.943,-73.9839,6.6408,1,11.4,11.4
245209,2019-11-13 02:49:26.947,-73.9879,6.6404,1,11.7,11.7
245210,2019-11-13 02:49:26.973,-74.0007,6.6525,1,10.6,10.6
245211,2019-11-13 02:50:23.653,-73.9478,6.7883,1,9.5,9.5
245212,2019-11-13 02:50:23.653,-73.9458,6.7887,1,16.7,16.7
245213,2019-11-13 02:50:24.037,-73.9587,6.7577,-1,9.5,-9.5
245214,2019-11-13 02:51:31.670,-73.8939,6.9766,1,20.3,20.3
245215,2019-11-13 02:51:31.727,-73.8938,6.9737,-1,13.5,-13.5
245216,2019-11-13 02:51:32.340,-73.9248,6.8076,-1,25.3,-25.3
245217,2019-11-13 02:51:32.547,-73.9529,6.8652,1,6.3,6.3
245218,2019-11-13 02:51:32.550,-73.9474,6.8703,1,11.2,11.2
245219,2019-11-13 02:51:32.567,-73.8681,6.8357,1,8.4,8.4
245220,2019-11-13 02:51:32.570,-73.955,6.8761,-1,8.1,-8.1
245221,2019-11-13 02:51:37.530,-73.9318,7.1291,1,22.5,22.5
245222,2019-11-13 02:51:37.533,-73.9449,7.0993,1,8.4,8.4
245223,2019-11-13 02:51:37.537,-73.9372,7.1286,1,6.7,6.7
245224,2019-11-13 02:52:40.787,-74.0986,7.1491,-1,5.9,-5.9
245225,2019-11-13 02:52:40.790,-74.1101,7.1484,-1,12.3,-12.3
245226,2019-11-13 02:52:40.797,-74.0888,7.138999999999999,-1,10.8,-10.8
245227,2019-11-13 02:52:41.407,-74.0766,6.9787,1,10.9,10.9
245228,2019-11-13 02:52:41.807,-74.0773,6.9144,-1,80.7,-80.7
245229,2019-11-13 02:52:41.880,-74.0746,6.9881,1,6.0,6.0
245230,2019-11-13 02:52:41.987,-73.9899,6.8522,1,8.6,8.6
245231,2019-11-13 02:53:34.437,-73.9253,6.9893,-1,10.6,-10.6
245232,2019-11-13 02:53:35.013,-73.9294,6.9885,-1,17.2,-17.2
245233,2019-11-13 02:53:35.283,-73.9258,6.9885,-1,11.9,-11.9
245234,2019-11-13 02:53:35.287,-73.9243,6.7744,-1,6.9,-6.9
245235,2019-11-13 02:53:35.537,-73.925,6.9891,-1,10.9,-10.9
245236,2019-11-13 02:54:35.910,-73.7993,6.69,1,7.5,7.5
245237,2019-11-13 02:54:35.913,-73.8017,6.6711,-1,25.0,-25.0
245238,2019-11-13 02:54:35.930,-73.8287,6.6941,-1,7.0,-7.0
245239,2019-11-13 02:55:03.183,-73.9405,6.7822,-1,5.7,-5.7
245240,2019-11-13 02:55:03.187,-73.9294,6.7838,1,7.6,7.6
245241,2019-11-13 02:55:03.457,-73.9899,6.6445,-1,6.3,-6.3
245242,2019-11-13 02:55:03.470,-73.9967,6.6388,-1,5.7,-5.7
245243,2019-11-13 02:55:56.383,-73.8887,6.9544,1,9.8,9.8
245244,2019-11-13 02:55:56.453,-73.8859,6.9539,-1,46.9,-46.9
245245,2019-11-13 02:55:56.507,-73.9008,6.9567,-1,44.5,-44.5
245246,2019-11-13 02:55:56.547,-73.8806,6.9538,-1,29.8,-29.8
245247,2019-11-13 02:56:34.040,-73.9329,7.1339,1,6.5,6.5
245248,2019-11-13 02:57:59.297,-73.9181,7.1578,1,5.7,5.7
245249,2019-11-13 02:57:59.357,-73.9109,7.1621,-1,9.0,-9.0
245250,2019-11-13 02:57:59.637,-73.9111,7.1633,-1,9.1,-9.1
245251,2019-11-13 02:58:00.167,-74.1525,7.0278,-1,5.7,-5.7
245252,2019-11-13 02:58:00.173,-74.0264,6.925,-1,6.8,-6.8
245253,2019-11-13 02:58:00.180,-74.0551,6.9045,-1,6.8,-6.8
245254,2019-11-13 02:58:00.740,-74.1307,7.0431,1,4.2,4.2
245255,2019-11-13 02:58:00.743,-74.13,7.0464,1,8.8,8.8
245256,2019-11-13 02:58:00.753,-74.169,7.0539,1,4.6,4.6
245257,2019-11-13 02:59:47.483,-73.9426,6.9169,-1,63.5,-63.5
245258,2019-11-13 02:59:47.520,-73.9375,6.933,-1,17.1,-17.1
245259,2019-11-13 02:59:47.797,-73.9323,6.903,-1,9.6,-9.6
245260,2019-11-13 02:59:47.797,-73.9413,6.8995,-1,17.7,-17.7
245261,2019-11-13 02:59:47.803,-73.9075,6.8716,-1,7.0,-7.0
245262,2019-11-13 02:59:47.807,-73.9214,6.8958,1,6.9,6.9
245263,2019-11-13 02:59:48.050,-73.9535,6.8098,1,8.5,8.5
245264,2019-11-13 02:59:48.097,-73.9451,6.832000000000001,-1,5.2,-5.2
245265,2019-11-13 03:00:43.567,-73.9139,6.9805,-1,26.5,-26.5
245266,2019-11-13 03:00:43.590,-73.9128,6.9888,-1,13.2,-13.2
245267,2019-11-13 03:00:43.637,-73.8902,6.9596,-1,12.0,-12.0
245268,2019-11-13 03:01:29.407,-73.9421,6.7835,1,9.7,9.7
245269,2019-11-13 03:01:29.780,-74.0253,6.7646,-1,5.8,-5.8
245270,2019-11-13 03:01:30.053,-73.9735,6.877999999999999,-1,62.8,-62.8
245271,2019-11-13 03:01:30.087,-73.9822,6.88,-1,14.2,-14.2
245272,2019-11-13 03:01:30.203,-73.9799,7.0851,1,16.8,16.8
245273,2019-11-13 03:01:30.307,-73.982,6.9214,-1,24.7,-24.7
245274,2019-11-13 03:02:31.013,-73.9148,6.776,1,8.0,8.0
245275,2019-11-13 03:02:31.130,-73.8386,6.772,1,62.8,62.8
245276,2019-11-13 03:02:31.180,-73.8561,6.7679,1,7.3,7.3
245277,2019-11-13 03:02:31.183,-73.8401,6.7734,1,10.5,10.5
245278,2019-11-13 03:02:32.590,-73.7959,6.8606,-1,10.8,-10.8
245279,2019-11-13 03:03:02.997,-73.9288,7.0573,1,5.5,5.5
245280,2019-11-13 03:03:03.557,-73.9226,6.9641,-1,5.7,-5.7
245281,2019-11-13 03:03:35.823,-73.9548,7.0216,1,5.6,5.6
245282,2019-11-13 03:03:54.637,-74.0145,7.0206,-1,6.1,-6.1
245283,2019-11-13 03:05:04.853,-73.8483,6.7805,1,6.0,6.0
245284,2019-11-13 03:05:35.563,-73.9302,6.9852,-1,40.7,-40.7
245285,2019-11-13 03:05:35.630,-73.9227,6.9883,-1,24.3,-24.3
245286,2019-11-13 03:05:35.650,-73.923,6.9889,-1,12.3,-12.3
245287,2019-11-13 03:05:35.667,-73.9192,6.9906,-1,20.3,-20.3
245288,2019-11-13 03:05:35.710,-73.9231,6.994,-1,25.0,-25.0
245289,2019-11-13 03:05:36.290,-73.923,6.9878,-1,29.9,-29.9
245290,2019-11-13 03:06:44.000,-73.8656,7.0897,-1,6.3,-6.3
245291,2019-11-13 03:06:44.003,-73.8751,7.1045,-1,15.1,-15.1
245292,2019-11-13 03:06:44.570,-73.9177,7.0839,-1,12.4,-12.4
245293,2019-11-13 03:06:44.573,-73.9157,7.019,-1,5.0,-5.0
245294,2019-11-13 03:06:44.680,-73.9206,7.0821,-1,22.2,-22.2
245295,2019-11-13 03:07:39.800,-73.908,7.0409,1,6.7,6.7
245296,2019-11-13 03:07:40.800,-74.3106,7.1319,1,4.5,4.5
245297,2019-11-13 03:07:53.023,-73.9667,6.7238,1,7.4,7.4
245298,2019-11-13 03:07:53.293,-73.9942,6.6701,-1,15.9,-15.9
245299,2019-11-13 03:07:53.303,-73.9716,6.8166,-1,7.9,-7.9
245300,2019-11-13 03:09:01.533,-73.8701,7.055,-1,9.2,-9.2
245301,2019-11-13 03:09:01.883,-74.11399999999999,7.0031,1,7.1,7.1
245302,2019-11-13 03:09:31.383,-74.0647,7.1334,-1,6.5,-6.5
245303,2019-11-13 03:09:31.403,-73.9521,7.141,1,17.0,17.0
245304,2019-11-13 03:10:18.297,-73.8704,7.1299,-1,8.5,-8.5
245305,2019-11-13 03:10:18.297,-73.8839,7.0979,1,8.4,8.4
245306,2019-11-13 03:10:18.393,-73.8697,7.1603,1,12.7,12.7
245307,2019-11-13 03:10:40.650,-73.9293,6.9802,1,5.1,5.1
245308,2019-11-13 03:10:40.660,-73.8451,6.92,-1,54.9,-54.9
245309,2019-11-13 03:10:40.703,-73.9246,6.9831,-1,18.2,-18.2
245310,2019-11-13 03:10:40.793,-73.9185,6.9777,-1,5.4,-5.4
245311,2019-11-13 03:10:41.250,-73.9283,6.9884,-1,6.6,-6.6
245312,2019-11-13 03:10:41.417,-73.9303,6.9881,-1,9.4,-9.4
245313,2019-11-13 03:10:41.507,-73.931,6.987,-1,12.8,-12.8
245314,2019-11-13 03:10:41.513,-73.9308,6.987,-1,10.4,-10.4
245315,2019-11-13 03:10:41.537,-73.8718,6.9921,1,7.6,7.6
245316,2019-11-13 03:10:41.540,-73.9091,6.9927,1,10.6,10.6
245317,2019-11-13 03:10:41.990,-73.9912,7.0002,-1,29.5,-29.5
245318,2019-11-13 03:10:57.403,-73.8851,7.1021,-1,11.7,-11.7
245319,2019-11-13 03:11:10.363,-73.8435,6.8172,1,13.0,13.0
245320,2019-11-13 03:11:10.743,-73.9295,6.7665,1,7.6,7.6
245321,2019-11-13 03:11:10.757,-73.9481,6.7426,1,6.4,6.4
245322,2019-11-13 03:12:03.327,-73.94800000000001,7.1432,1,6.4,6.4
245323,2019-11-13 03:12:03.327,-73.9518,7.142,1,13.0,13.0
245324,2019-11-13 03:12:34.987,-73.8486,6.8176,1,5.6,5.6
245325,2019-11-13 03:12:34.987,-73.8537,6.8157,1,15.1,15.1
245326,2019-11-13 03:12:34.993,-73.8287,6.8164,-1,4.4,-4.4
245327,2019-11-13 03:12:35.127,-73.8622,6.8245,1,5.2,5.2
245328,2019-11-13 03:13:29.170,-73.9047,7.0717,-1,9.1,-9.1
245329,2019-11-13 03:13:29.597,-73.9145,7.0633,1,6.2,6.2
245330,2019-11-13 03:13:29.603,-73.9036,7.0613,1,6.5,6.5
245331,2019-11-13 03:13:30.003,-73.9645,6.8881,1,5.8,5.8
245332,2019-11-13 03:13:30.067,-73.87,6.9169,1,6.7,6.7
245333,2019-11-13 03:13:30.127,-74.0007,7.1055,-1,12.5,-12.5
245334,2019-11-13 03:13:53.590,-74.0362,6.657,-1,24.1,-24.1
245335,2019-11-13 03:13:53.633,-74.0331,6.6589,-1,6.6,-6.6
245336,2019-11-13 03:13:53.783,-74.0423,6.6924,-1,13.4,-13.4
245337,2019-11-13 03:14:09.023,-73.8875,7.1012,-1,30.9,-30.9
245338,2019-11-13 03:14:09.150,-73.9003,7.102,-1,9.7,-9.7
245339,2019-11-13 03:14:30.433,-73.8521,6.8031,-1,13.1,-13.1
245340,2019-11-13 03:14:30.433,-73.8502,6.8034,1,7.2,7.2
245341,2019-11-13 03:14:30.447,-73.8517,6.8117,1,7.5,7.5
245342,2019-11-13 03:14:30.917,-73.8378,6.8835,-1,46.6,-46.6
